Neuron Name,SKID,SKID in V14?,Classification,DN Type,Status,DT Hemisphere,Soma Hemisphere,ID,Annotations
Google: 5300822766,155439594,,DNg type 19,DNg,duplicate - auto,,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 19', 'Unidentified DN', 'RIGHT HEMISPHERE', 'DNg', 'duplicate - auto', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron']"
Google: 4524169958 ET,156071409,,DNg type 18,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 18', 'DNg', 'Unidentified DN', 'Bilateral', 'LEFT HEMISPHERE', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'Descending Neuron', 'CardLab']"
Google: 4255399560 ET,156217542,,DNg type 19,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 19', 'right DT', 'DNg', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'Unidentified DN', 'RIGHT HEMISPHERE']"
Google: 3332952869 ET,156981069,,DNp18,DNp,Check FC,Left,LEFT HEMISPHERE,Identified DN,"['DNp18', 'Published in Namiki 2018', 'Identified DN', 'putative_DNp18', 'check FC', 'left DT', 'DNp', 'LEFT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 8411364271 ET,157787253,,DNp type 24,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'DNp type 24', 'DNp', 'right DT', 'Typed DN']"
DNp28 Google: 8411367722 JK,157805685,,DNp28,DNp,Complete,Right,LEFT HEMISPHERE,Identified DN,"['DNp28', 'Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
DNg90 Google: 6067238649 JK,160832385,,DNg90,DNg,Complete,Right,midLine,Identified DN,"['DNg90', 'Hiro_Dropbox_DNs', 'Identified DN', 'DNg', 'right DT', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6738402255,160946127,,,DNg,duplicate - auto,Left,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'duplicate - auto', 'DNg', 'LEFT HEMISPHERE', 'left DT', 'Descending Neuron']"
Google: 6994874723 ET,162049365,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'DNg', 'Unidentified DN', 'DNg type 11', 'midLine', 'right DT']"
Google: 6699963490,163786908,,,DNg,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'Unidentified DN', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'Bilateral', 'CardLab', 'Descending Neuron', 'duplicate - auto', 'DNg']"
Google: 3186416456 ET,164187747,,DNp50,DNp,duplicate - auto,Right,midLine,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp50', 'DNp', 'midLine', 'Descending Neuron', 'duplicate - auto', 'right DT', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 5822929942 JK,164362272,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'DNg', 'LEFT HEMISPHERE', 'duplicate - auto', 'right DT', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5822207284 JK,164399226,,DNg type 6,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'Unilateral', 'DNg type 6', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 3966882387 JK,168302472,,DNa type 2,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 2', 'duplicate - auto', 'right DT', 'DNa', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 2912566531 ET,168380397,,,DNp,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNp,"['long middle tract', 'miscellaneous DNp', 'right DT', 'DNp', 'Unidentified DN', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'LEFT HEMISPHERE']"
Google: 9728655303 JK,169704150,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4260537792 JK,172177572,,DNg type 3,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['DNg type 3', 'Typed DN', 'Unidentified DN', 'DN_Autoseg_Exploration', 'right DT', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DNg', 'CardLab', 'CAT-Ongoing']"
Google: 1736026183,172301469,,,DNd,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['right DT', 'DNd', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'GinGame_ds_descending', 'SB_of_interest']"
Google: 5158174562 JK,173683125,,DNg type 27,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 27', 'Unidentified DN', 'left DT', 'DNg', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5952097601 JK,174198261,,DNg type 11,DNg,duplicate - auto,Right,midLine,Typed DN,"['Unidentified DN', 'Typed DN', 'duplicate - auto', 'DNg type 11', 'right DT', 'DNg', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5040441892 ET,174510423,,DNg type 31,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 31', 'medial soma', 'right DT', 'DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 6088994187 ET,175339317,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'DNg type 11', 'right DT', 'midLine', 'Unidentified DN', 'DNg', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 8399897701 JK,175449414,,,DNp,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'left DT', 'Unidentified DN', 'DNp', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'JC_lALT_other', 'CardLab', 'Card_DN_Cands', 'CAT-Ongoing']"
Google: 5950875648 ET,176729379,,DNg type 15,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'LEFT HEMISPHERE', 'DNg', 'Typed DN', 'DNg type 15', 'Bilateral', 'Unidentified DN', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron']"
Google: 4885548088 ET,177000873,,,DNp,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'DN_Autoseg_Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'DNp', 'right DT', 'Unidentified DN']"
Google: 3837704610 ET,177492090,,,DNg,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['LEFT HEMISPHERE', 'DNg', 'right DT', 'Unidentified DN', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'DN_Autoseg_Exploration']"
Google: 4637334328 JK,178169574,,DNd02,DNd,duplicate - auto,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNd02', 'DNd', 'duplicate - auto', 'RIGHT HEMISPHERE', 'right DT', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 4637412367 ET,178174350,,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'right DT', 'RIGHT HEMISPHERE', 'DNg', 'Unidentified DN', 'DN_Autoseg_Exploration', 'Descending Neuron', 'Bilateral', 'CAT-Ongoing', 'CardLab']"
Google: 10905192380 JK,178496034,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'DN_Autoseg_Exploration', 'putative_DNp16/17', 'Identified DN', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing']"
Google: 3044289228,178584369,,,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'RIGHT HEMISPHERE', 'duplicate - auto', 'right DT', 'Unidentified DN', 'DNa', 'Descending Neuron']"
Google: 6184969978 JK,178882002,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'putative_DNp16/17', 'right DT', 'DNp', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6184969970 JK,178885296,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'Descending Neuron', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4479404889 ET,178961103,,,DNp,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['LEFT HEMISPHERE', 'DNp', 'Descending Neuron', 'CardLab', 'Bilateral', 'right DT', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing']"
Google: 4229879580 ET,179170896,,DNa type 4,DNa,Check FC,Left,LEFT HEMISPHERE,Typed DN,"['DNa type 4', 'Typed DN', 'Unidentified DN', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron', 'left DT', 'check FC', 'DNa']"
Google: 1473062746,180070623,,,DNc,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['DNc', 'right DT', 'duplicate - auto', 'miscellaneous DNp', 'Unidentified DN', 'DNp', 'RIGHT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 5414076910 JK,180965424,,DNg type 33,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['DNg type 33', 'Typed DN', 'posterior soma', 'Unidentified DN', 'DNg', 'right DT', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6824131696 ET,182072625,,DNp type 22,DNp,Complete,Left,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 22', 'left DT', 'DNp', 'Unidentified DN', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 6824684312,182118912,,DNp type 6,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['DNp type 6', 'duplicate - auto', 'right DT', 'DNp', 'Typed DN', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron']"
Google: 5020587169 ET,182644851,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'right DT', 'Unidentified DN', 'Bilateral', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'FindSoma']"
Google: 7116483371 ET,183173913,,DNp type 23,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['long middle tract', 'Typed DN', 'DNp type 23', 'Unidentified DN', 'right DT', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'DNp']"
Google: 3463441894 HC (2 neurons?),183357045,,,DNb,Complete,check DT,LEFT HEMISPHERE,Unidentified DN,"['check DT', 'Unidentified DN', 'miscellaneous DNb', 'DNb', 'LEFT HEMISPHERE', 'Bilateral', 'double DT', 'Descending Neuron', 'Card_DN_Cands']"
Google: 6571431211 JK,183532134,,,DNp,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'left DT', 'DNp', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5034634383 ET,183882885,,DNg type 17,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'left DT', 'DNg type 17', 'DNg', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 5805654386 ET,184951017,,,DNp,duplicate - auto,Left,LEFT HEMISPHERE,Miscellaneous DNp,"['duplicate - auto', 'miscellaneous DNp', 'left DT', 'DNp', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'LEFT HEMISPHERE']"
Google: 4652110418,185105697,,DNg type 19,DNg,duplicate - auto,,RIGHT HEMISPHERE,Typed DN,"['RIGHT HEMISPHERE', 'Typed DN', 'DNg type 19', 'duplicate - auto', 'Unidentified DN', 'DNg', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
Google: 3574126910 ET,185826441,,DNp type 5,DNp,Check FC,Left,LEFT HEMISPHERE,Typed DN,"['anno demo - Hiro', 'check FC', 'left DT', 'DNp', 'Typed DN', 'Unidentified DN', 'DNp type 5', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 7493295479 JK,186074013,,DNp type 22,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 22', 'duplicate - auto', 'Unidentified DN', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron', 'right DT', 'DNp']"
Google: 2249133095 ET,186190089,,DNp type 18,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['long middle tract', 'Typed DN', 'DNp type 18', 'Unidentified DN', 'LEFT HEMISPHERE', 'Bilateral', 'right DT', 'DNp', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron']"
Google: 4630326461 JK,187980723,,,DNg,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'duplicate - auto', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8029430674 ET,188832633,,DNg type 26,DNg,duplicate - auto,double DT,midLine,Typed DN,"['DNg type 26', 'Typed DN', 'Descending Neuron', 'CAT-Ongoing', 'Unidentified DN', 'midLine', 'DNg', 'CardLab', 'duplicate - auto', 'DN_Autoseg_Exploration', 'double DT']"
Google: 8928925405 JK,189671607,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4128159661 JK,190015152,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'medial soma', 'right DT', 'DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Card_DN_Cands']"
Google: 6185599455 ET,190234989,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'right DT', 'FindSoma', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'Descending Neuron', 'CardLab']"
Google: 6185609519 JK,190261077,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8403678449 JK,190309860,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 8403678436 JK,190317750,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 3833760912 JK,190439268,,DNp43,,duplicate - auto,Right,RIGHT HEMISPHERE,Identified DN,"['DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'duplicate - auto', 'Identified DN', 'DNp43', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron']"
Google: 8151621645 ET,190531689,,,DNp,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'DNp', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 7379415487 JK,190696611,,,DNb,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['DNb', 'RIGHT HEMISPHERE', 'Unidentified DN', 'right DT', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 7108843763 ET,190873557,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'DNg', 'Bilateral', 'right DT', 'LEFT HEMISPHERE', 'Unidentified DN']"
Google: 12091317205 ET,193190961,,,DNg,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'left DT', 'DNg', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'Bilateral', 'LEFT HEMISPHERE']"
DNg50 Google: 6076211065 JK,194049228,,DNg50,DNg,Complete,Right,LEFT HEMISPHERE,Identified DN,"['DNg50', 'Hiro_Dropbox_DNs', 'Identified DN', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'DNg', 'LEFT HEMISPHERE', 'right DT', 'Descending Neuron']"
Google: 4122391719 ET,194759112,,DNg type 7,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Typed DN,"['duplicate - auto', 'right DT', 'Descending Neuron', 'DNg', 'LEFT HEMISPHERE', 'Typed DN', 'DNg type 7', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 2530067932 ET,195850326,,DNp type 15,DNp,Complete,Left,LEFT HEMISPHERE,Typed DN,"['left DT', 'DNp', 'Typed DN', 'DNp type 15', 'LEFT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6586809196 JK,197579013,,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'posterior soma', 'Unidentified DN', 'right DT', 'DNg', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4499775853,198070587,,DNb type 1,DNb,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNb type 1', 'Unidentified DN', 'right DT', 'RIGHT HEMISPHERE', 'DNb', 'Descending Neuron', 'duplicate - auto']"
Google: 6968665057 ET,199615803,,DNp type 6,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'RIGHT HEMISPHERE', 'DNp', 'Typed DN', 'DNp type 6', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 8419677529 ET,200141400,,,,no FW soma,Right,FindSoma,,"['no FW soma', 'Putative_Descending', 'Descending Neuron', 'right DT', 'FindSoma', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 6712145980 JK,201084057,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6712785856 JK,201092619,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 3838234473 JK,201931995,,DNp90D02,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp90D02', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron', 'DNp', 'right DT', 'Unidentified DN']"
Google: 4620096218,202221918,,DNp104,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp104', 'right DT', 'DNp', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron']"
Google: 2814106926 ET,202982148,,DNg type 37,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 37', 'miscellaneous DNg', 'DNg', 'duplicate - auto', 'right DT', 'DN_Autoseg_Exploration', 'Unidentified DN', 'Bilateral', 'LEFT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
Google: 4371852340 JK,204432936,,,DNb,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['miscellaneous DNb', 'Unidentified DN', 'DNb', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6186251160 ET,204797460,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'RIGHT HEMISPHERE', 'Identified DN', 'putative_DNp16/17', 'DN_Autoseg_Exploration', 'DNp', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 6186249363 JK,204804075,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6186249342 JK,204806076,,putative DNp16/17,DNp,no FW soma,Right,FindSoma,Identified DN,"['no FW soma', 'Published in Namiki 2018', 'right DT', 'DN_Autoseg_Exploration', 'DNp', 'Identified DN', 'putative_DNp16/17', 'FindSoma', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 6186249375 JK,204839184,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 8413275168 JK,204983547,,,DNp,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['DNp', 'RIGHT HEMISPHERE', 'right DT', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 4628474643 ET,205089309,,,DNa,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'right DT', 'Descending Neuron', 'DNa', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'Unidentified DN', 'Split from Card DN', 'CAT-Ongoing', 'CardLab']"
Google: 3726327522,205517238,,,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['CardLab', 'Unidentified DN', 'RIGHT HEMISPHERE', 'right DT', 'miscellaneous DNp', 'DNp', 'Descending Neuron', 'duplicate - auto']"
Google: 5953367019 ET,207409383,,DNg type 25,DNg,duplicate - auto,Left,RIGHT HEMISPHERE,Typed DN,"['DNg type 25', 'Typed DN', 'duplicate - auto', 'left DT', 'CAT-Ongoing', 'CardLab', 'DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron']"
Google: 6073023878 ET,207444237,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'duplicate - auto', 'merges neuron 1228134', 'right DT', 'Merges into Neuron 1228134', 'Descending Neuron', 'Unidentified DN', 'LEFT HEMISPHERE', 'DNg']"
Google: 2949681957 ET,207920889,,DNg type 8,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'ECT Current Cluster', 'Typed DN', 'Unidentified DN', 'DNg type 8', 'CAT-Ongoing', 'Bilateral', 'LEFT HEMISPHERE', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron']"
Google: 9859809419 JK,209045217,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4486966688,210006813,,DNp type 4,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 4', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DNp', 'right DT', 'Descending Neuron', 'duplicate - auto']"
Google: 5823546109 ET,210759816,,DNg type 34,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['DNg type 34', 'Typed DN', 'posterior soma', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'DNg', 'LEFT HEMISPHERE', 'right DT']"
Google: 2002876125 JK,210861378,,DNp101,DNp,duplicate - auto,Right,LEFT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp101', 'duplicate - auto', 'Unidentified DN', 'DNp', 'LEFT HEMISPHERE', 'right DT', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8417123855 JK,211038492,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8417763733 JK,211041351,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
