Neuron Name,skeletonID,GF1 Synapse Count,annotations
neuron 3704263 HK JO-B(G),3704262,2,"['FBbt:00049548', 'JO-B-7 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'GFNonly', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'postsynaptic to JONeuron', 'JONeuron', 'AMMC_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3704462 JSP  - unclassified type 20,3704461,1,"['DPLc4 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: new_tract_8', 'Hartenstein_Lineage: new_tract_8', 'ItoLee_Lineage: SMPpd2', 'ItoLee_Hemilineage: SMPpd2', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 medial', 'Unclassified GF input neuron - type 20', 'MCBR', 'Non-Visual_Interneuron', 'IB_R', 'GOR_R', 'ICL_R', 'PLP_R', 'SCL_R', 'SLP_R', 'SPS_R', 'SMP_R', 'projection neuron', 'Unilateral', 'Ipsilateral', 'Homolateral']"
putative LPLC2 neuron 3711489 SMA,3711488,10,"['BLD6 R', 'CardLab', 'LPLC2', 'GF1 input neuron', 'LOP-R', 'Input to GF1 lateral', 'CAT-Ongoing', 'LO-R', 'RIGHT HEMISPHERE', 'ReiserLab', 'Visual', 'presynaptic to LPC1', 'IDu', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 3718061 SMA - unclassified type 21a,3718060,3,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'Multi-Modal', 'Postsynaptic to LC4', 'ACBR', 'GC', 'GF1 input neuron', 'Bilateral', 'presynaptic to DNp04', 'CAT-Ongoing', 'presynaptic to DNp02', 'presynaptic to LC4', 'CardLab', 'RIGHT HEMISPHERE', 'Input to GF1 lateral', 'Visual_Interneuron', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 21a', 'AVLP_L', 'IPS_R', 'GNG', 'GOR_L', 'GOR_R', 'ICL_R', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'LO_L', 'Ipsilateral', 'Heterolateral', 'projection neuron', 'Mechanosensory Interneuron']"
putative LPLC2 neuron 3730174 SMA,3730173,6,"['BLD6 R', 'LPLC2', 'Input to GF1 lateral', 'CardLab', 'GF1 input neuron', 'LO-R', 'CAT-Ongoing', 'LOP-R', 'RIGHT HEMISPHERE', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 3734118 SMA - unclassified type 129,3734117,1,"['ChiappeLab', 'LPTCIN input neuron', 'neuron 4678160 ME', 'Chiappe_Identified', 'rLPTCIN input neuron', 'Chiappe-Right', 'Chiappe-Medulla', 'PVLP_L', 'ME_L', 'Other Visual', 'LCBR', 'POC', 'PVLP_R', 'Visual', 'IPS_R', 'uLPTCIN input neuron', 'CardLab', 'ME-R', 'Bilateral', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'ME-L', 'Input to GF1 lateral', 'GF1 input neuron', 'Unclassified GF input neuron - shared', 'AME_L', 'IPS_L', 'PLP_L', 'ME_R', 'PLP_R', 'SPS_L', 'SPS_R', 'LO_L', 'projection neuron', 'Ipsilateral', 'Heterolateral', 'Unclassified GF input neuron - type 129', 'VisualVideo']"
GF input neuron 3734842 JSP - unclassified type 26,3734841,1,"['CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 medial', 'Bilateral', 'LEFT HEMISPHERE', 'Unclassified GF input neuron - type 26', 'LCBR', 'putative sPLPC', 'Non-Visual_Interneuron', 'AVLP_L', 'FB', 'GOR_R', 'ICL_L', 'ICL_R', 'MB_PED_L', 'MB_whole_L', 'PVLP_L', 'PVLP_R', 'SMP_L', 'SLP_L', 'Heterolateral', 'contralateral', 'projection neuron']"
GF input neuron 3737054 JSP - unclassified type 27a,3737053,1,"['CP2/3 v R', 'ASB Search Seeds', 'GF1 input neuron', 'CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 medial', 'postsynaptic to LC6', 'Hartenstein_Lineage: CP2', 'ItoLee_Hemilineage: DL1_ventral', 'ItoLee_Lineage: DL1', 'Hartenstein_Hemilineage: CP2_ventral', 'Lineage_annotated', 'PCBR', 'Visual_Interneuron', 'Unclassified GF input neuron - type 27a', 'AVLP_R', 'EPA_R', 'GOR_R', 'ICL_R', 'MB_whole_R', 'MB_PED_R', 'PLP_R', 'PVLP_R', 'Unilateral', 'Homolateral', 'projection neuron', 'Ipsilateral']"
putative LPLC2 neuron 3744121 SMA,3744120,4,"['BLD6 R', 'GF1 input neuron', 'LOP-R', 'CAT-Ongoing', 'LPLC2', 'LO-R', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 3746094 JSP - unclassified type 50,3746093,2,"['Hartenstein_Hemilineage: DAMd2', 'Hartenstein_Lineage: DAMd2', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Bilateral', 'CAT-Ongoing', 'CardLab', 'Input to GF1 medial', 'ItoLee_Hemilineage: SMPad2', 'ItoLee_Lineage: SMPad2', 'Lineage_annotated', 'Unclassified GF input neuron - type 50', 'MCBR', 'IBT', 'DAMd2/3 R', 'Non-Visual_Interneuron', 'ATL_R', 'FB', 'IB_L', 'GOR_R', 'IB_R', 'ICL_R', 'SPS_R', 'SPS_L', 'SMP_R', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
GF input neuron 3746138 JSP - unclassified type 92 - miscellaneous,3746137,5,"['RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 medial', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'PS_LHN_042019_10um', 'ACBR', 'Unclassified GF input neuron - miscellaneous', 'lACBR', 'dense core vesicles', 'Non-Visual_Interneuron', 'Unclassified GF input neuron - type 92', 'AVLP_R', 'FB', 'GOR_R', 'PVLP_R', 'LH_R', 'ICL_R', 'PLP_R', 'CardLab', 'CAT-Ongoing', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral']"
neuron 3746371 HK JO-B(G),3746370,39,"['FBbt:00049548', 'JO-B-1 (type-1)', 'JO-B', 'Kamikouchi lab', 'CAT-Ongoing', 'CardLab', 'dark cytosol', 'BI', 'GFNonly', 'GF1 input neuron', 'Input to GF1 anterior', 'CardLab-collaborating', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'JONeuron', 'AMMC_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3747724 HK JO-A,3747723,42,"['FBbt:00049545', 'JO-A-12 (type-1)', 'Kamikouchi lab', 'JO-A', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'CardLab-collaborating', 'Input to GF1 anterior', 'GF1 input neuron', 'JONeuron', 'Type1', 'AMMC_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3748236 HK JO-B(G.5),3748235,15,"['FBbt:00049549', 'JO-B-20 (type-2)', 'Kamikouchi lab', 'JO-B', 'BI', 'B1andGFN', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CardLab-collaborating', 'CAT-Ongoing', 'GF1 input neuron', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
putative LPLC2 neuron 3748629 SMA,3748628,10,"['BLD6 R', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 lateral', 'LOP-R', 'LPLC2', 'CardLab', 'LO-R', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
neuron 3748801 HK JO-B(G.1),3748800,1,"['FBbt:00049549', 'JO-B-22 (type-2)', 'Kamikouchi lab', 'JO-B', 'BI', 'B1andGFN', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'postsynaptic to JONeuron', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3749228 HK JO-B(G),3749227,4,"['FBbt:00049548', 'JO-B-5 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'GFNonly', 'CardLab-collaborating', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'postsynaptic to JONeuron', 'JONeuron', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'AMMC_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
putative LPLC2 neuron 3755063 SMA,3755062,4,"['BLD6 R', 'Input to GF1 lateral', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'LOP-R', 'LO-R', 'LPLC2', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 3757066 SMA,3757065,5,"['BLD6 R', 'GF1 input neuron', 'CardLab', 'LO-R', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 lateral', 'LPLC2', 'LOP-R', 'PVLP_R', 'Visual', 'ReiserLab', 'IDu', 'LCBR', 'LO_R', 'LOP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 3762943 SMA,3762942,4,"['BLD6 R', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'CAT-Ongoing', 'Input to GF1 lateral', 'LOP-R', 'CardLab', 'LO-R', 'LPLC2', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 3765148 JSP - unclassified type 74,3765147,1,"['SPS_L', 'Bilateral', 'PVLP_L', 'PLP_R', 'CAT-Ongoing', 'Heterolateral', 'AVLP_L', 'projection neuron', 'Unclassified GF input neuron - type 74', 'GF1 input neuron', 'Ipsilateral', 'EPA_L', 'WED_R', 'CardLab', 'PCBR', 'AVLP_R', 'EPA_R', 'VES_R', 'PVLP_R', 'Input to GF1 medial', 'RIGHT HEMISPHERE', 'neuron upload', 'Import', 'v14-seg-li-190805.0 upload card_lab', 'cellBodyFiber: PVL05', 'cell_type: AVLP501', 'hemibrain_match: 1229197848', 'Hartenstein_Hemilineage: BLVp2_posterior', 'Hartenstein_Lineage: BLVp2', 'ItoLee_Hemilineage: VLPl&p1_posterior', 'ItoLee_Lineage: VLPl&p1', 'Lineage_annotated', 'Putative_Neurotransmitter: NA', 'GC', 'BLVp1 p', 'Non-Visual_Interneuron', 'GOR_R', 'ICL_R']"
GF input neuron 3784594 MAR JSP - unclassified type 24a,3784593,24,"['BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD022', 'hemibrain_match: 5813024910', 'Hartenstein_Hemilineage: Balv_dorsal', 'Input to GF1 lateral', 'LCBR', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'Lineage_annotated', 'presynaptic to JO', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24a', 'postsynaptic to JONeuron', 'type 24', 'AMMC_R', 'AVLP_R', 'GNG', 'PVLP_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3784610 MAR JSP- unclassified type 24a,3784609,5,"['BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD022', 'hemibrain_match: 5813024910', 'Hartenstein_Hemilineage: Balv_dorsal', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'GF1 input neuron', 'CardLab', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24a', 'postsynaptic to JONeuron', 'type 24', 'AMMC_R', 'GNG', 'PVLP_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3784671 MAR - unclassified type 24b,3784670,15,"['BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD021_c', 'hemibrain_match: 5813040280', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'presynaptic to JO', 'LCBR', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24b', 'type 24', 'AMMC_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3784733 MAR - unclassified type 33,3784732,19,"['BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD021_c', 'hemibrain_match: 5813040280', 'Hartenstein_Hemilineage: Balv_dorsal', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'presynaptic to JO', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 33', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'WED_R', 'local neuron', 'Homolateral', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3785172 MAR JSP - unclassified type 24d,3785171,18,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'CardLab', 'LCBR', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'Multi-Modal', 'Visual_Interneuron', 'BAlv', 'Input to GF1 lateral', 'GF1 input neuron', 'CAT-Ongoing', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24d', 'Postsynaptic to LC4', 'type 24', 'AMMC_R', 'AVLP_R', 'GNG', 'PLP_R', 'PVLP_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3785197 MAR - unclassified type 36,3785196,2,"['MX 3 R', 'GCBR', 'CardLab', 'GF1 input neuron', 'Unclassified GF input neuron - type 36', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Non-Visual_Interneuron', 'AMMC_R', 'IPS_R', 'GNG', 'SAD', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3785262 MAR - unclassified type 24b,3785261,8,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CardLab', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'GF1 input neuron', 'Lineage_annotated', 'presynaptic to JO', 'LCBR', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24b', 'postsynaptic to JONeuron', 'type 24', 'AMMC_R', 'AVLP_R', 'GNG', 'PVLP_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3785331 JSP - unclassified type 29,3785330,11,"['BAlc R', 'rALl', 'RIGHT HEMISPHERE', 'Bilateral', 'Unclassified GF input neuron - type 29', 'ItoLee_Lineage: ALl1', 'ItoLee_Hemilineage: ALl1_ventral', 'Lineage_annotated', 'ACBR', 'postsynaptic to JONeuron', 'GC', 'Hartenstein_Hemilineage: BAlc_ventral', 'Hartenstein_Lineage: BAlc', 'Putative_Neurotransmitter: ChA', 'WTPN2017_transmitter_unknown', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'CardLab', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'AL_R', 'AMMC_R', 'GNG', 'LAL_R', 'WED_L', 'PVLP_L', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral', 'Mechanosensory Interneuron']"
GF input neuron 3785354 JSP - unclassified type 37,3785353,10,"['CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CardLab', 'GF1 input neuron', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 3785374 JSP - unclassified type 37,3785373,21,"['RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'Unclassified GF input neuron - type 37', 'dark cytosol', 'JONeuron', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 3785500 MAR - unclassified type 24b,3785499,3,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'GF1 input neuron', 'CardLab', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'presynaptic to JO', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24b', 'type 24', 'AMMC_R', 'AVLP_R', 'IPS_R', 'GNG', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3785620 MAR - unclassified type 33,3785619,1,"['GF1 input neuron', 'CardLab', 'Input to GF1 anterior', 'LCBR', 'RIGHT HEMISPHERE', 'BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD027', 'hemibrain_match: 5812999183', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'Lineage_annotated', 'BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Unclassified GF input neuron - type 33', 'Non-Visual_Interneuron', 'AMMC_R', 'AVLP_R', 'IPS_R', 'SAD', 'WED_R', 'local neuron', 'Homolateral', 'Ipsilateral', 'Unilateral']"
GF input neuron 3786293 MAR - unclassified type 33,3786292,26,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'Input to GF1 anterior', 'CardLab', 'GF1 input neuron', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Lineage_annotated', 'presynaptic to JO', 'LCBR', 'BAlv', 'JS upstream Nujabes', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 33', 'postsynaptic to JONeuron', 'AMMC_R', 'AVLP_R', 'SAD', 'WED_R', 'local neuron', 'Homolateral', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3786321 JSP - unclassified type 37,3786320,8,"['CAT-Ongoing', 'CardLab', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'dark cytosol', 'JONeuron', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 3786362 MAR - unclassified type 34,3786361,13,"['MD 3 R', 'CardLab', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 34', 'CAT-Ongoing', 'presynaptic to JO', 'GCBR', 'secondary_auditory_interneurons', 'postsynaptic to JONeuron', 'AMMC_R', 'GNG', 'SAD', 'WED_R', 'projection neuron', 'Unilateral', 'Homolateral', 'Ipsilateral', 'Mechanosensory Interneuron']"
GF input neuron 3786415 SMA - unclassified type 37,3786414,15,"['Unclassified GF input neuron - type 37', 'JONeuron', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'dark cytosol', 'Mechanosensory Interneuron', 'presynaptic to JO', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 3786575 MAR JSP - unclassified type 34,3786574,8,"['MD 3 R', 'CardLab', 'GF1 input neuron', 'Unclassified GF input neuron - type 34', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'presynaptic to JO', 'GCBR', 'secondary_auditory_interneurons', 'postsynaptic to JONeuron', 'AMMC_R', 'AVLP_R', 'IPS_R', 'GNG', 'PVLP_R', 'SAD', 'WED_R', 'projection neuron', 'Unilateral', 'Homolateral', 'Ipsilateral', 'Mechanosensory Interneuron']"
GF input neuron 3787283 JSP - unclassified type 33,3787282,24,"['BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD021_a', 'hemibrain_match: 5813069068', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'CardLab', 'GF1 input neuron', 'Input to GF1 anterior', 'Lineage_annotated', 'presynaptic to JO', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 33', 'postsynaptic to JONeuron', 'AMMC_R', 'AVLP_R', 'PVLP_R', 'SAD', 'WED_R', 'local neuron', 'Homolateral', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3792191 JSP - unclassified type 33,3792190,26,"['Lineage_annotated', 'Hartenstein_Hemilineage: Balv_dorsal', 'Hartenstein_Lineage: BAlv', 'ItoLee_Lineage: WEDa1', 'ItoLee_Hemilineage: WEDa1_dorsal', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'presynaptic to JO', 'LCBR', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 33', 'AMMC_R', 'AVLP_R', 'SAD', 'WED_R', 'local neuron', 'Homolateral', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3792264 JSP - unclassified type 37,3792263,5,"['JONeuron', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 3792341 JSP - unclassified type 37,3792340,3,"['JONeuron', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 3792389 MAR - unclassified type 37,3792388,3,"['Unclassified GF input neuron - type 37', 'JONeuron', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'CardLab', 'RIGHT HEMISPHERE', 'AMMC_R', 'SAD', 'VES_R', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron  3805243 SMA - unclassified type 24e,3805242,7,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'RIGHT HEMISPHERE', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'presynaptic to JO', 'Homolateral', 'local neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'LCBR', 'GF1 input neuron', 'CardLab', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24e', 'postsynaptic to JONeuron', 'type 24', 'AMMC_R', 'AVLP_R', 'SAD', 'WED_R', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 3805371 JSP - unclassified type 34,3805370,9,"['MD 3 R', 'GCBR', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 34', 'Non-Visual_Interneuron', 'AMMC_R', 'IPS_R', 'GNG', 'SAD', 'WED_R', 'projection neuron', 'Unilateral', 'Homolateral', 'Ipsilateral']"
GF input neuron 3805381 JSP - unclassified type 35,3805380,7,"['MD 3 R', 'GCBR', 'Unclassified GF input neuron - type 35', 'SET-ventral', 'secondary_auditory_interneurons', 'GF1 input neuron', 'SET-2', 'CardLab', 'Bilateral', 'CAT-Ongoing', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'AMMC_R', 'IPS_R', 'GNG', 'IPS_L', 'SAD', 'WED_R', 'projection neuron', 'Heterolateral', 'Ipsilateral', 'Mechanosensory Interneuron']"
